=============training from sratch============
Program ID: 24758

Program command: 
 ['TrainTriplePredictNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/TripleNet', '1', '/home/hxie1/data/OvarianCancerCT/pixelSize223/numpy', '/home/hxie1/data/OvarianCancerCT/patientTripleResults.json', '0', '2,3']

Major program changes: 
           1   Triple label: sugrical result, chemo result, survival
           2   Print result only for optimal response, which is and operation of above 3 results;
                  



Discarded changes:                  


Experiment setting:
Input CT data: maximum size 140*251*251 (zyx) of 3D numpy array with spacing size(5*2*2)
Ground truth: response binary label

Predictive Model: 

response Loss Function:  BCELogitLoss

Data:   total 220 patients, 5-fold cross validation, test 45, validation 45, and training 130.  

Training strategy: 

          

Program starting Time: 2019-08-27 13:29:08.473358
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/TripleNet/20190827_132908

Info: this is the 0th fold leave for test in the 5-fold cross-validation.

Program statistics label according to label[0] for each sample.
Infor: In all data of 220 files, label 0 has 50 files,
	  and label 1 has 170 files, where positive response rate = 0.7727272727272727 in full data
5-fold cross validation: the 0th fold is for test, the 1th fold is for validation, remaining folds are for training.


training dataset:	 total (132, 3) ground truth

 		 in the 0-th coloumn, 1 has 102.0 with rate of 0.7727272727272727
 		 in the 1-th coloumn, 1 has 101.0 with rate of 0.7651515151515151
 		 in the 2-th coloumn, 1 has 124.0 with rate of 0.9393939393939394


validation dataset:	 total (44, 3) ground truth

 		 in the 0-th coloumn, 1 has 34.0 with rate of 0.7727272727272727
 		 in the 1-th coloumn, 1 has 31.0 with rate of 0.7045454545454546
 		 in the 2-th coloumn, 1 has 42.0 with rate of 0.9545454545454546


test dataset:	 total (44, 3) ground truth

 		 in the 0-th coloumn, 1 has 34.0 with rate of 0.7727272727272727
 		 in the 1-th coloumn, 1 has 31.0 with rate of 0.7045454545454546
 		 in the 2-th coloumn, 1 has 41.0 with rate of 0.9318181818181818
Info: batchSize = 8

=== Network trains from scratch ====
Network has total 45,565,621 parameters.
This predicts surgical results, chemo result, survival at same time.
Info: program will use GPU [2, 3] from all 4 GPUs.
Loss Functions List: BCEWithLogitsLoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	LearningRate		TrLoss	Accura	TPR_r	TNR_r		VaLoss	Accura	TPR_r	TNR_r		TeLoss	Accura	TPR_r	TNR_r
0	1.0000e-01		6.3408	0.4773	0.3483	0.7442		5.6348	0.3864	0.0000	1.0000		5.6961	0.3864	0.0000	1.0000
5	1.0000e-01		6.2039	0.6515	0.8539	0.2326		5.5036	0.3864	0.0000	1.0000		5.5712	0.3864	0.0000	1.0000
10	1.0000e-01		6.0829	0.5833	0.5506	0.6512		5.5687	0.3864	0.0000	1.0000		5.7304	0.3864	0.0000	1.0000
15	1.0000e-01		5.8645	0.3409	0.1236	0.7907		5.5356	0.3864	0.0000	1.0000		5.6062	0.3864	0.0000	1.0000
20	1.0000e-01		5.6833	0.4318	0.4157	0.4651		5.5023	0.6136	1.0000	0.0000		5.6198	0.6136	1.0000	0.0000
25	1.0000e-01		5.7694	0.5455	0.6404	0.3488		5.4718	0.3864	0.0000	1.0000		5.6000	0.3864	0.0000	1.0000
30	1.0000e-01		5.7136	0.3712	0.1685	0.7907		5.4582	0.3864	0.0000	1.0000		5.5870	0.3864	0.0000	1.0000
35	1.0000e-01		5.7487	0.3409	0.0562	0.9302		5.4680	0.3864	0.0000	1.0000		5.5760	0.3864	0.0000	1.0000
40	1.0000e-01		5.6878	0.6136	0.7978	0.2326		5.5115	0.3864	0.0000	1.0000		5.6102	0.3864	0.0000	1.0000
45	1.0000e-01		5.6936	0.5379	0.6742	0.2558		5.5285	0.6136	1.0000	0.0000		5.6380	0.6136	1.0000	0.0000
50	1.0000e-02		5.6560	0.6742	1.0000	0.0000		5.4998	0.6136	1.0000	0.0000		5.6151	0.6136	1.0000	0.0000
55	1.0000e-02		5.6522	0.6742	1.0000	0.0000		5.4799	0.6136	1.0000	0.0000		5.5918	0.6136	1.0000	0.0000
60	1.0000e-02		5.6531	0.6288	0.9101	0.0465		5.4795	0.6136	1.0000	0.0000		5.5889	0.6136	1.0000	0.0000
65	1.0000e-02		5.6551	0.3561	0.2247	0.6279		5.4753	0.6136	1.0000	0.0000		5.5855	0.6136	1.0000	0.0000
70	1.0000e-02		5.6514	0.4924	0.6180	0.2326		5.4750	0.3864	0.0000	1.0000		5.5834	0.3864	0.0000	1.0000
75	1.0000e-02		5.6539	0.5076	0.5843	0.3488		5.4743	0.3864	0.0000	1.0000		5.5827	0.3864	0.0000	1.0000
