Program ID of Prdict Network training:18232

Program command: 
 ['TrainPredictNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/Predict', '/home/hxie1/data/OvarianCancerCT/Extract_uniform/trainImages_zoom', '/home/hxie1/data/OvarianCancerCT/Extract_uniform/testImages_zoom', '/home/hxie1/data/OvarianCancerCT/Extract_uniform/patientResponseDict.json', 'image3d']

Major program changes: 
                      the nunmber of filters in 1st layer in V model = 96
                      latent Vector size: 1536*51*49 (featureMap* slices * axisPlaneLatentVector)
                      PredictModel is convsDenseModule+FC network.
                      there total 162 patient data, in which, 130 with smaller patientId as training data, 
                                                          and 32 with bigger patientID as test data

Experiment setting for Latent to response:
Input: 1536*51*49 Tensor as latent vector,
       where 1536 is the  number of filter at the bottleneck of V model, 
             51 is the number of slices of ROI CT image with size 51*281*281 for input to V model, 
             49 =7*7 is the flatted feature map for each filter.

Predictive Model: 1,  first 4-layer dense conv block reducing feature space into 768 with tensor size 768*51*49 
                  2,  and 4 dense conv blocks each of which includes a stride 2 conv and 4-layers dense conv block; now the the tensor is with size 48*2*2
                  3,  and a simple conv-batchNorm-Relu layer with filter size(2,2) change the tensor with size of  48*1;
                  4,  and 2 fully connected layers  changes the tensor into size 2*1;
                  5  final a softmax for binary classification;
                  Total network learning parameters are 29 millions.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/LatentPredictModel.py

Loss Function:   Cross Entropy with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:            training data has 130 patients, and test data has 32 patients with training/test rate 80/20.

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.
                                                          
                                                         
Experiment setting for Image3d to response:
Input: 73*141*141 scaled 3D CT raw image as numpy array 
       
Predictive Model: 1,  first 3-layer dense conv block with channel size 64.
                  2,  and 6 dense conv DownBB blocks,  each of which includes a stride 2 conv and 4-layers dense conv block; 
                  3,  and 2 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 1.56 millions.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/Image3dPredictModel.py

Loss Function:   Cross Entropy with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:            training data has 130 patients, and test data has 32 patients with training/test rate 80/20.

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  
                    
                    change patience of learningRate scheduler to 30.
                                         

            

Program starting Time: 2019-05-30 17:17:51.715007
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/Predict

Now program get 130 input files.
Now program get 32 input files.
TrainData Input:  batchSize=4, depth=73, height=141, width=141, NumClassfication=2

TestData Input:  batchSize=4, depth=73, height=141, width=141, NumClassfication=2

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 1,568,514 parameters.
Infor: Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Info: program will use 4 GPUs.
Loss Functions List: FocalCELoss with weight of 1; 
Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 


Epoch		TrLoss	TrainAccuracy	TsLoss	TestAccuracy
318		0.1721	0.662		0.1690	0.786
319		0.1731	0.583		0.1690	0.786
320		0.1740	0.681		0.1690	0.786
321		0.1714	0.647		0.1690	0.786
322		0.1716	0.729		0.1690	0.786
323		0.1729	0.639		0.1690	0.786
324		0.1734	0.625		0.1690	0.786
325		0.1727	0.736		0.1690	0.786
326		0.1741	0.643		0.1690	0.786
327		0.1727	0.667		0.1690	0.786
328		0.1720	0.688		0.1690	0.786
329		0.1725	0.708		0.1690	0.786
330		0.1727	0.656		0.1690	0.786
331		0.1731	0.656		0.1690	0.786
332		0.1721	0.712		0.1690	0.786
333		0.1732	0.703		0.1690	0.786
334		0.1723	0.721		0.1690	0.786
335		0.1727	0.667		0.1690	0.786
336		0.1728	0.661		0.1690	0.786
337		0.1733	0.703		0.1690	0.786
338		0.1739	0.619		0.1690	0.786
339		0.1725	0.679		0.1690	0.786
340		0.1730	0.554		0.1690	0.786
341		0.1718	0.681		0.1690	0.786
342		0.1731	0.611		0.1690	0.786
343		0.1730	0.632		0.1690	0.786
344		0.1717	0.673		0.1690	0.786
345		0.1729	0.708		0.1690	0.786
346		0.1719	0.724		0.1690	0.786
347		0.1732	0.662		0.1690	0.786
348		0.1744	0.641		0.1690	0.786
349		0.1718	0.688		0.1690	0.786
350		0.1742	0.615		0.1690	0.786
351		0.1728	0.681		0.1690	0.786
352		0.1739	0.661		0.1690	0.786
353		0.1736	0.597		0.1690	0.786
354		0.1730	0.683		0.1690	0.786
355		0.1731	0.804		0.1690	0.786
356		0.1745	0.654		0.1690	0.786
357		0.1728	0.625		0.1690	0.786
358		0.1736	0.667		0.1690	0.786
359		0.1729	0.662		0.1690	0.786
360		0.1737	0.650		0.1690	0.786
361		0.1743	0.645		0.1690	0.786
362		0.1727	0.645		0.1690	0.786
363		0.1722	0.732		0.1690	0.786
364		0.1718	0.672		0.1690	0.786
365		0.1728	0.647		0.1690	0.786
366		0.1724	0.681		0.1690	0.786
367		0.1734	0.632		0.1690	0.786
368		0.1722	0.792		0.1690	0.786
369		0.1726	0.700		0.1690	0.786
370		0.1732	0.672		0.1690	0.786
371		0.1731	0.645		0.1690	0.786
372		0.1722	0.688		0.1690	0.786
373		0.1726	0.703		0.1690	0.786
374		0.1732	0.667		0.1690	0.786
375		0.1731	0.672		0.1690	0.786
376		0.1730	0.672		0.1690	0.786
377		0.1725	0.670		0.1690	0.786
378		0.1733	0.633		0.1690	0.786
379		0.1718	0.731		0.1690	0.786
380		0.1726	0.671		0.1690	0.786
381		0.1737	0.671		0.1690	0.786
382		0.1729	0.650		0.1690	0.786
383		0.1731	0.647		0.1690	0.786
384		0.1748	0.615		0.1690	0.786
385		0.1741	0.641		0.1690	0.786
386		0.1729	0.703		0.1690	0.786
387		0.1730	0.708		0.1690	0.786
388		0.1735	0.617		0.1690	0.786
389		0.1742	0.597		0.1690	0.786
390		0.1728	0.679		0.1690	0.786
391		0.1737	0.700		0.1690	0.786
392		0.1714	0.722		0.1690	0.786
393		0.1728	0.683		0.1690	0.786
394		0.1736	0.656		0.1690	0.786
395		0.1729	0.700		0.1690	0.786
396		0.1733	0.603		0.1690	0.786
397		0.1716	0.735		0.1690	0.786
398		0.1718	0.708		0.1690	0.786
399		0.1729	0.625		0.1690	0.786
400		0.1725	0.667		0.1690	0.786
401		0.1724	0.662		0.1690	0.786
402		0.1739	0.646		0.1690	0.786
403		0.1707	0.661		0.1690	0.786
404		0.1735	0.659		0.1690	0.786
405		0.1732	0.694		0.1690	0.786
406		0.1732	0.603		0.1690	0.786
407		0.1727	0.662		0.1690	0.786
408		0.1732	0.692		0.1690	0.786
409		0.1734	0.656		0.1690	0.786
410		0.1723	0.719		0.1690	0.786
411		0.1726	0.633		0.1690	0.786
412		0.1721	0.675		0.1690	0.786
413		0.1728	0.750		0.1690	0.786
414		0.1724	0.650		0.1690	0.786
415		0.1730	0.650		0.1690	0.786
416		0.1745	0.607		0.1690	0.786
417		0.1727	0.667		0.1690	0.786
418		0.1727	0.771		0.1690	0.786
419		0.1721	0.692		0.1690	0.786
420		0.1733	0.691		0.1690	0.786
421		0.1730	0.667		0.1690	0.786
422		0.1737	0.679		0.1690	0.786
423		0.1734	0.641		0.1690	0.786
424		0.1726	0.604		0.1690	0.786
425		0.1727	0.735		0.1690	0.786
426		0.1724	0.708		0.1690	0.786
427		0.1721	0.589		0.1690	0.786
428		0.1732	0.681		0.1690	0.786
429		0.1728	0.729		0.1690	0.786
430		0.1721	0.732		0.1690	0.786
431		0.1738	0.690		0.1690	0.786
432		0.1733	0.672		0.1690	0.786
433		0.1726	0.671		0.1690	0.786
434		0.1719	0.656		0.1690	0.786
435		0.1726	0.708		0.1690	0.786
436		0.1722	0.611		0.1690	0.786
437		0.1718	0.737		0.1690	0.786
438		0.1725	0.696		0.1690	0.786
439		0.1726	0.673		0.1690	0.786
440		0.1732	0.703		0.1690	0.786
441		0.1730	0.647		0.1690	0.786
442		0.1716	0.697		0.1690	0.786
443		0.1728	0.708		0.1690	0.786
444		0.1725	0.719		0.1690	0.786
445		0.1734	0.700		0.1690	0.786
446		0.1729	0.703		0.1690	0.786
447		0.1728	0.721		0.1690	0.786
448		0.1728	0.639		0.1690	0.786
449		0.1733	0.727		0.1690	0.786
450		0.1733	0.691		0.1690	0.786
451		0.1735	0.719		0.1690	0.786
452		0.1729	0.682		0.1690	0.786
453		0.1719	0.676		0.1690	0.786
454		0.1730	0.641		0.1690	0.786
455		0.1734	0.583		0.1690	0.786
456		0.1724	0.694		0.1690	0.786
457		0.1745	0.635		0.1690	0.786
458		0.1737	0.692		0.1690	0.786
459		0.1720	0.650		0.1690	0.786
460		0.1729	0.653		0.1690	0.786
461		0.1731	0.672		0.1690	0.786
462		0.1729	0.667		0.1690	0.786
463		0.1721	0.732		0.1690	0.786
464		0.1727	0.733		0.1690	0.786
465		0.1730	0.662		0.1690	0.786
466		0.1735	0.562		0.1690	0.786
467		0.1730	0.703		0.1690	0.786
468		0.1724	0.684		0.1690	0.786
469		0.1734	0.575		0.1690	0.786
470		0.1733	0.712		0.1690	0.786
471		0.1734	0.583		0.1690	0.786
472		0.1731	0.671		0.1690	0.786
473		0.1738	0.654		0.1690	0.786
474		0.1738	0.700		0.1690	0.786
475		0.1716	0.719		0.1690	0.786
476		0.1723	0.736		0.1690	0.786
477		0.1730	0.732		0.1690	0.786
478		0.1718	0.696		0.1690	0.786
479		0.1726	0.750		0.1690	0.786
480		0.1726	0.719		0.1690	0.786
481		0.1732	0.688		0.1690	0.786
482		0.1728	0.696		0.1690	0.786
483		0.1728	0.691		0.1690	0.786
484		0.1733	0.632		0.1690	0.786
485		0.1720	0.708		0.1690	0.786
486		0.1732	0.604		0.1690	0.786
487		0.1748	0.635		0.1690	0.786
488		0.1732	0.683		0.1690	0.786
489		0.1731	0.691		0.1690	0.786
490		0.1724	0.675		0.1690	0.786
491		0.1721	0.679		0.1690	0.786
492		0.1725	0.676		0.1690	0.786
493		0.1734	0.722		0.1690	0.786
494		0.1722	0.692		0.1690	0.786
495		0.1722	0.672		0.1690	0.786
496		0.1727	0.635		0.1690	0.786
497		0.1725	0.650		0.1690	0.786
498		0.1736	0.536		0.1690	0.786
499		0.1729	0.700		0.1690	0.786
500		0.1728	0.650		0.1690	0.786
501		0.1720	0.733		0.1690	0.786
502		0.1722	0.667		0.1690	0.786
503		0.1722	0.667		0.1690	0.786
504		0.1734	0.688		0.1690	0.786
505		0.1725	0.750		0.1690	0.786
506		0.1709	0.768		0.1690	0.786
507		0.1726	0.703		0.1690	0.786
508		0.1743	0.618		0.1690	0.786
509		0.1724	0.617		0.1690	0.786
510		0.1733	0.708		0.1690	0.786
511		0.1735	0.618		0.1690	0.786
512		0.1725	0.650		0.1690	0.786
513		0.1745	0.597		0.1690	0.786
514		0.1735	0.637		0.1690	0.786
515		0.1720	0.717		0.1690	0.786
516		0.1734	0.708		0.1690	0.786
517		0.1739	0.667		0.1690	0.786
518		0.1732	0.683		0.1690	0.786
519		0.1732	0.662		0.1690	0.786
520		0.1727	0.641		0.1690	0.786
521		0.1731	0.667		0.1690	0.786
522		0.1734	0.672		0.1690	0.786
523		0.1742	0.609		0.1690	0.786
524		0.1728	0.713		0.1690	0.786
525		0.1716	0.708		0.1690	0.786
526		0.1726	0.691		0.1690	0.786
527		0.1723	0.667		0.1690	0.786
528		0.1716	0.625		0.1690	0.786
529		0.1723	0.767		0.1690	0.786
530		0.1738	0.650		0.1690	0.786
531		0.1731	0.605		0.1690	0.786
532		0.1731	0.702		0.1690	0.786
533		0.1718	0.688		0.1690	0.786
534		0.1723	0.609		0.1690	0.786
535		0.1733	0.667		0.1690	0.786
536		0.1727	0.662		0.1690	0.786
537		0.1733	0.625		0.1690	0.786
538		0.1725	0.681		0.1690	0.786
539		0.1736	0.708		0.1690	0.786
540		0.1727	0.603		0.1690	0.786
541		0.1742	0.662		0.1690	0.786
542		0.1716	0.808		0.1690	0.786
543		0.1722	0.733		0.1690	0.786
544		0.1728	0.672		0.1690	0.786
545		0.1731	0.765		0.1690	0.786
546		0.1713	0.841		0.1690	0.786
547		0.1726	0.674		0.1690	0.786
548		0.1722	0.733		0.1690	0.786
549		0.1737	0.588		0.1690	0.786
550		0.1726	0.708		0.1690	0.786
551		0.1728	0.706		0.1690	0.786
552		0.1743	0.591		0.1690	0.786
553		0.1725	0.662		0.1690	0.786
554		0.1728	0.691		0.1690	0.786
555		0.1732	0.661		0.1690	0.786
556		0.1731	0.547		0.1690	0.786
557		0.1720	0.688		0.1690	0.786
558		0.1715	0.661		0.1690	0.786
559		0.1734	0.703		0.1690	0.786
560		0.1719	0.667		0.1690	0.786
561		0.1723	0.676		0.1690	0.786
562		0.1731	0.646		0.1690	0.786
563		0.1722	0.736		0.1690	0.786
564		0.1724	0.667		0.1690	0.786
565		0.1735	0.633		0.1690	0.786
566		0.1707	0.750		0.1690	0.786
567		0.1741	0.604		0.1690	0.786
568		0.1715	0.735		0.1690	0.786
569		0.1725	0.683		0.1690	0.786
570		0.1737	0.650		0.1690	0.786
571		0.1725	0.731		0.1690	0.786
572		0.1716	0.728		0.1690	0.786
573		0.1717	0.712		0.1690	0.786
574		0.1726	0.697		0.1690	0.786
575		0.1725	0.708		0.1690	0.786
576		0.1739	0.662		0.1690	0.786
577		0.1724	0.700		0.1690	0.786
578		0.1743	0.658		0.1690	0.786
579		0.1731	0.650		0.1690	0.786
580		0.1715	0.667		0.1690	0.786
581		0.1721	0.729		0.1690	0.786
582		0.1729	0.632		0.1690	0.786
583		0.1727	0.729		0.1690	0.786
584		0.1716	0.717		0.1690	0.786
585		0.1730	0.667		0.1690	0.786
586		0.1717	0.731		0.1690	0.786
587		0.1710	0.750		0.1690	0.786
588		0.1733	0.667		0.1690	0.786
589		0.1719	0.667		0.1690	0.786
590		0.1719	0.722		0.1690	0.786
591		0.1736	0.667		0.1690	0.786
592		0.1731	0.675		0.1690	0.786
593		0.1717	0.643		0.1690	0.786
594		0.1738	0.650		0.1690	0.786
595		0.1732	0.655		0.1690	0.786
596		0.1741	0.632		0.1690	0.786
597		0.1735	0.694		0.1690	0.786
598		0.1726	0.659		0.1690	0.786
599		0.1720	0.750		0.1690	0.786
600		0.1734	0.658		0.1690	0.786
601		0.1732	0.653		0.1690	0.786
602		0.1715	0.729		0.1690	0.786
603		0.1731	0.688		0.1690	0.786
604		0.1722	0.625		0.1690	0.786
605		0.1725	0.671		0.1690	0.786
606		0.1735	0.633		0.1690	0.786
607		0.1742	0.650		0.1690	0.786
608		0.1722	0.731		0.1690	0.786
609		0.1717	0.683		0.1690	0.786
610		0.1741	0.641		0.1690	0.786
611		0.1721	0.725		0.1690	0.786
612		0.1728	0.681		0.1690	0.786
613		0.1722	0.636		0.1690	0.786
614		0.1734	0.591		0.1690	0.786
615		0.1732	0.641		0.1690	0.786
616		0.1721	0.659		0.1690	0.786
617		0.1727	0.688		0.1690	0.786
618		0.1734	0.671		0.1690	0.786
619		0.1723	0.682		0.1690	0.786
620		0.1730	0.662		0.1690	0.786
621		0.1715	0.729		0.1690	0.786
622		0.1719	0.691		0.1690	0.786
623		0.1739	0.681		0.1690	0.786
624		0.1726	0.691		0.1690	0.786
625		0.1717	0.712		0.1690	0.786
626		0.1733	0.676		0.1690	0.786
627		0.1726	0.706		0.1690	0.786
628		0.1741	0.694		0.1690	0.786
629		0.1724	0.656		0.1690	0.786
630		0.1729	0.641		0.1690	0.786
631		0.1732	0.736		0.1690	0.786
632		0.1727	0.765		0.1690	0.786
633		0.1731	0.667		0.1690	0.786
634		0.1736	0.683		0.1690	0.786
635		0.1734	0.635		0.1690	0.786
636		0.1734	0.673		0.1690	0.786
637		0.1732	0.625		0.1690	0.786
638		0.1732	0.633		0.1690	0.786
639		0.1722	0.771		0.1690	0.786
640		0.1720	0.735		0.1690	0.786
641		0.1729	0.700		0.1690	0.786
642		0.1737	0.671		0.1690	0.786
643		0.1730	0.659		0.1690	0.786
644		0.1730	0.661		0.1690	0.786
645		0.1732	0.632		0.1690	0.786
646		0.1720	0.734		0.1690	0.786
647		0.1734	0.676		0.1690	0.786
648		0.1736	0.688		0.1690	0.786
649		0.1728	0.667		0.1690	0.786
650		0.1727	0.654		0.1690	0.786
651		0.1725	0.625		0.1690	0.786
652		0.1732	0.662		0.1690	0.786
653		0.1717	0.667		0.1690	0.786
654		0.1721	0.667		0.1690	0.786
655		0.1727	0.732		0.1690	0.786
656		0.1736	0.711		0.1690	0.786
657		0.1726	0.643		0.1690	0.786
658		0.1730	0.692		0.1690	0.786
659		0.1722	0.696		0.1690	0.786
660		0.1734	0.706		0.1690	0.786
661		0.1731	0.604		0.1690	0.786
662		0.1730	0.691		0.1690	0.786
663		0.1736	0.654		0.1690	0.786
664		0.1743	0.706		0.1690	0.786
665		0.1737	0.632		0.1690	0.786
666		0.1735	0.786		0.1690	0.786
667		0.1737	0.636		0.1690	0.786
668		0.1730	0.679		0.1690	0.786
669		0.1716	0.717		0.1690	0.786
670		0.1726	0.676		0.1690	0.786
671		0.1734	0.688		0.1690	0.786
672		0.1725	0.633		0.1690	0.786
673		0.1739	0.625		0.1690	0.786
674		0.1739	0.631		0.1690	0.786
675		0.1722	0.700		0.1690	0.786
676		0.1732	0.641		0.1690	0.786
677		0.1722	0.683		0.1690	0.786
678		0.1708	0.750		0.1690	0.786
679		0.1719	0.636		0.1690	0.786
680		0.1733	0.625		0.1690	0.786
681		0.1726	0.656		0.1690	0.786
682		0.1733	0.672		0.1690	0.786
683		0.1735	0.632		0.1690	0.786
684		0.1734	0.708		0.1690	0.786
685		0.1737	0.734		0.1690	0.786
686		0.1722	0.688		0.1690	0.786
687		0.1738	0.611		0.1690	0.786
688		0.1734	0.656		0.1690	0.786
689		0.1743	0.596		0.1690	0.786
690		0.1738	0.706		0.1690	0.786
691		0.1718	0.691		0.1690	0.786
692		0.1743	0.607		0.1690	0.786
693		0.1737	0.625		0.1690	0.786
694		0.1734	0.577		0.1690	0.786
695		0.1730	0.712		0.1690	0.786
696		0.1735	0.667		0.1690	0.786
697		0.1731	0.615		0.1690	0.786
698		0.1729	0.700		0.1690	0.786
699		0.1730	0.653		0.1690	0.786
700		0.1729	0.676		0.1690	0.786
701		0.1733	0.625		0.1690	0.786
702		0.1726	0.611		0.1690	0.786
703		0.1726	0.676		0.1690	0.786
704		0.1733	0.676		0.1690	0.786
705		0.1720	0.656		0.1690	0.786
706		0.1729	0.702		0.1690	0.786
707		0.1737	0.625		0.1690	0.786
708		0.1729	0.667		0.1690	0.786
709		0.1719	0.713		0.1690	0.786
710		0.1724	0.697		0.1690	0.786
711		0.1730	0.667		0.1690	0.786
712		0.1710	0.797		0.1690	0.786
713		0.1715	0.694		0.1690	0.786
714		0.1730	0.734		0.1690	0.786
715		0.1732	0.672		0.1690	0.786
716		0.1720	0.684		0.1690	0.786
717		0.1720	0.706		0.1690	0.786
718		0.1728	0.619		0.1690	0.786
719		0.1722	0.681		0.1690	0.786
720		0.1727	0.750		0.1690	0.786
721		0.1713	0.750		0.1690	0.786
722		0.1729	0.700		0.1690	0.786
723		0.1718	0.769		0.1690	0.786
724		0.1719	0.662		0.1690	0.786
725		0.1725	0.721		0.1690	0.786
726		0.1715	0.779		0.1690	0.786
727		0.1723	0.750		0.1690	0.786
728		0.1718	0.712		0.1690	0.786
729		0.1727	0.721		0.1690	0.786
730		0.1736	0.683		0.1690	0.786
731		0.1725	0.702		0.1690	0.786
732		0.1727	0.724		0.1690	0.786
733		0.1730	0.611		0.1690	0.786
734		0.1727	0.714		0.1690	0.786
735		0.1715	0.706		0.1690	0.786
736		0.1727	0.662		0.1690	0.786
737		0.1717	0.750		0.1690	0.786
738		0.1712	0.696		0.1690	0.786
739		0.1716	0.771		0.1690	0.786
740		0.1732	0.708		0.1690	0.786
741		0.1727	0.721		0.1690	0.786
742		0.1735	0.646		0.1690	0.786
743		0.1719	0.688		0.1690	0.786
744		0.1733	0.643		0.1690	0.786
745		0.1731	0.656		0.1690	0.786
746		0.1735	0.588		0.1690	0.786
747		0.1724	0.703		0.1690	0.786
748		0.1723	0.724		0.1690	0.786
749		0.1734	0.727		0.1690	0.786
750		0.1720	0.750		0.1690	0.786
751		0.1731	0.672		0.1690	0.786
752		0.1729	0.658		0.1690	0.786
753		0.1733	0.688		0.1690	0.786
754		0.1733	0.700		0.1690	0.786
755		0.1729	0.633		0.1690	0.786
756		0.1729	0.683		0.1690	0.786
757		0.1727	0.696		0.1690	0.786
758		0.1723	0.675		0.1690	0.786
759		0.1736	0.658		0.1690	0.786
760		0.1727	0.696		0.1690	0.786
761		0.1742	0.667		0.1690	0.786
762		0.1740	0.625		0.1690	0.786
763		0.1728	0.648		0.1690	0.786
764		0.1720	0.714		0.1690	0.786
765		0.1734	0.600		0.1690	0.786
766		0.1735	0.632		0.1690	0.786
767		0.1722	0.722		0.1690	0.786
768		0.1727	0.577		0.1690	0.786
769		0.1732	0.721		0.1690	0.786
770		0.1723	0.659		0.1690	0.786
771		0.1719	0.667		0.1690	0.786
772		0.1741	0.683		0.1690	0.786
773		0.1722	0.705		0.1690	0.786
774		0.1737	0.625		0.1690	0.786
775		0.1729	0.703		0.1690	0.786
776		0.1731	0.661		0.1690	0.786
777		0.1726	0.675		0.1690	0.786
778		0.1733	0.643		0.1690	0.786
779		0.1720	0.750		0.1690	0.786
780		0.1727	0.675		0.1690	0.786
781		0.1719	0.728		0.1690	0.786
782		0.1715	0.765		0.1690	0.786
783		0.1729	0.694		0.1690	0.786
784		0.1748	0.583		0.1690	0.786
785		0.1731	0.688		0.1690	0.786
786		0.1708	0.714		0.1690	0.786
787		0.1736	0.670		0.1690	0.786
788		0.1733	0.641		0.1690	0.786
789		0.1721	0.733		0.1690	0.786
790		0.1732	0.653		0.1690	0.786
791		0.1729	0.625		0.1690	0.786
792		0.1731	0.667		0.1690	0.786
793		0.1737	0.650		0.1690	0.786
794		0.1737	0.594		0.1690	0.786
795		0.1734	0.656		0.1690	0.786
796		0.1725	0.633		0.1690	0.786
797		0.1738	0.688		0.1690	0.786
798		0.1727	0.712		0.1690	0.786
799		0.1732	0.696		0.1690	0.786
800		0.1723	0.667		0.1690	0.786
801		0.1724	0.734		0.1690	0.786
802		0.1723	0.683		0.1690	0.786
803		0.1731	0.658		0.1690	0.786
804		0.1726	0.633		0.1690	0.786
805		0.1728	0.750		0.1690	0.786
806		0.1727	0.683		0.1690	0.786
807		0.1715	0.750		0.1690	0.786
808		0.1725	0.671		0.1690	0.786
809		0.1725	0.712		0.1690	0.786
810		0.1711	0.667		0.1690	0.786
811		0.1739	0.706		0.1690	0.786
812		0.1720	0.703		0.1690	0.786
813		0.1723	0.662		0.1690	0.786
814		0.1738	0.667		0.1690	0.786
815		0.1736	0.662		0.1690	0.786
816		0.1728	0.700		0.1690	0.786
817		0.1735	0.691		0.1690	0.786
818		0.1726	0.683		0.1690	0.786
819		0.1739	0.688		0.1690	0.786
820		0.1738	0.647		0.1690	0.786
821		0.1744	0.615		0.1690	0.786
822		0.1727	0.721		0.1690	0.786
823		0.1721	0.731		0.1690	0.786
824		0.1725	0.750		0.1690	0.786
825		0.1734	0.647		0.1690	0.786
826		0.1742	0.672		0.1690	0.786
827		0.1728	0.679		0.1690	0.786
828		0.1737	0.684		0.1690	0.786
829		0.1731	0.662		0.1690	0.786
830		0.1739	0.643		0.1690	0.786
831		0.1740	0.653		0.1690	0.786
832		0.1717	0.618		0.1690	0.786
833		0.1742	0.615		0.1690	0.786
834		0.1714	0.694		0.1690	0.786
835		0.1718	0.750		0.1690	0.786
836		0.1723	0.732		0.1690	0.786
837		0.1729	0.792		0.1690	0.786
838		0.1728	0.643		0.1690	0.786
839		0.1736	0.637		0.1690	0.786
840		0.1735	0.618		0.1690	0.786
841		0.1736	0.688		0.1690	0.786
842		0.1727	0.676		0.1690	0.786
843		0.1732	0.654		0.1690	0.786
844		0.1723	0.712		0.1690	0.786
845		0.1719	0.714		0.1690	0.786
846		0.1724	0.688		0.1690	0.786
847		0.1728	0.600		0.1690	0.786
848		0.1722	0.679		0.1690	0.786
849		0.1736	0.659		0.1690	0.786
850		0.1730	0.662		0.1690	0.786
851		0.1734	0.661		0.1690	0.786
852		0.1737	0.676		0.1690	0.786
853		0.1734	0.667		0.1690	0.786
854		0.1724	0.696		0.1690	0.786
855		0.1727	0.750		0.1690	0.786
856		0.1731	0.662		0.1690	0.786
857		0.1733	0.673		0.1690	0.786
858		0.1733	0.688		0.1690	0.786
859		0.1731	0.609		0.1690	0.786
860		0.1728	0.656		0.1690	0.786
861		0.1733	0.633		0.1690	0.786
862		0.1719	0.750		0.1690	0.786
863		0.1742	0.700		0.1690	0.786
864		0.1717	0.792		0.1690	0.786
865		0.1736	0.654		0.1690	0.786
866		0.1722	0.735		0.1690	0.786
867		0.1721	0.688		0.1690	0.786
868		0.1722	0.725		0.1690	0.786
869		0.1739	0.625		0.1690	0.786
870		0.1735	0.681		0.1690	0.786
871		0.1733	0.711		0.1690	0.786
872		0.1720	0.662		0.1690	0.786
873		0.1726	0.676		0.1690	0.786
874		0.1741	0.672		0.1690	0.786
875		0.1719	0.712		0.1690	0.786
876		0.1713	0.864		0.1690	0.786
877		0.1731	0.728		0.1690	0.786
878		0.1730	0.667		0.1690	0.786
879		0.1724	0.679		0.1690	0.786
880		0.1712	0.766		0.1690	0.786
881		0.1728	0.733		0.1690	0.786
882		0.1724	0.688		0.1690	0.786
883		0.1734	0.611		0.1690	0.786
884		0.1724	0.717		0.1690	0.786
885		0.1726	0.717		0.1690	0.786
886		0.1728	0.671		0.1690	0.786
887		0.1733	0.708		0.1690	0.786
888		0.1719	0.672		0.1690	0.786
889		0.1723	0.750		0.1690	0.786
890		0.1723	0.729		0.1690	0.786
891		0.1722	0.697		0.1690	0.786
892		0.1725	0.635		0.1690	0.786
893		0.1725	0.722		0.1690	0.786
894		0.1725	0.661		0.1690	0.786
895		0.1739	0.545		0.1690	0.786
896		0.1735	0.662		0.1690	0.786
897		0.1720	0.734		0.1690	0.786
898		0.1726	0.600		0.1690	0.786
899		0.1716	0.703		0.1690	0.786
900		0.1713	0.731		0.1690	0.786
901		0.1736	0.656		0.1690	0.786
902		0.1740	0.681		0.1690	0.786
903		0.1723	0.762		0.1690	0.786
904		0.1719	0.708		0.1690	0.786
905		0.1732	0.661		0.1690	0.786
906		0.1741	0.604		0.1690	0.786
907		0.1723	0.675		0.1690	0.786
908		0.1722	0.675		0.1690	0.786
909		0.1737	0.658		0.1690	0.786
910		0.1735	0.733		0.1690	0.786
911		0.1727	0.641		0.1690	0.786
912		0.1721	0.792		0.1690	0.786
913		0.1717	0.688		0.1690	0.786
914		0.1722	0.750		0.1690	0.786
915		0.1736	0.667		0.1690	0.786
916		0.1736	0.645		0.1690	0.786
917		0.1727	0.688		0.1690	0.786
918		0.1733	0.625		0.1690	0.786
919		0.1718	0.733		0.1690	0.786
920		0.1728	0.679		0.1690	0.786
921		0.1727	0.672		0.1690	0.786
922		0.1733	0.675		0.1690	0.786
923		0.1730	0.703		0.1690	0.786
924		0.1740	0.659		0.1690	0.786
925		0.1735	0.635		0.1690	0.786
926		0.1719	0.625		0.1690	0.786
927		0.1728	0.661		0.1690	0.786
928		0.1725	0.625		0.1690	0.786
929		0.1726	0.662		0.1690	0.786
930		0.1726	0.691		0.1690	0.786
931		0.1726	0.667		0.1690	0.786
932		0.1724	0.589		0.1690	0.786
933		0.1738	0.643		0.1690	0.786
934		0.1731	0.673		0.1690	0.786
935		0.1726	0.688		0.1690	0.786
